Gas,Source,T_K,T_C,P_bar,m_low,m_high,m_avg,dm,x_low,x_high,ks_data
CH4,Blount 1982,408.650000,135.500000,902.000000,2.027200,7.053900,4.540550,5.026700,0.004364,0.002864,0.036388
CH4,Blount 1982,408.260000,135.110000,913.000000,2.027200,3.334800,2.681000,1.307600,0.004698,0.004048,0.049459
CH4,Blount 1982,408.150000,135.000000,900.000000,2.027200,3.267100,2.647150,1.239900,0.004698,0.004267,0.033705
CH4,Blount 1982,407.650000,134.500000,906.000000,2.027200,4.952800,3.490000,2.925600,0.004698,0.003273,0.053653
CH4,Blount 1982,408.650000,135.500000,907.500000,2.027200,7.053900,4.540550,5.026700,0.004698,0.002864,0.042760
CH4,Blount 1982,408.900000,135.750000,907.000000,2.027200,3.334800,2.681000,1.307600,0.004567,0.004048,0.040066
CH4,Blount 1982,408.790000,135.640000,894.000000,2.027200,3.267100,2.647150,1.239900,0.004567,0.004267,0.023799
CH4,Blount 1982,408.290000,135.140000,900.000000,2.027200,4.952800,3.490000,2.925600,0.004567,0.003273,0.049455
CH4,Blount 1982,409.290000,136.140000,901.500000,2.027200,7.053900,4.540550,5.026700,0.004567,0.002864,0.040316
CH4,Blount 1982,408.900000,135.750000,707.500000,2.027200,3.334800,2.681000,1.307600,0.004480,0.003862,0.049301
CH4,Blount 1982,408.790000,135.640000,705.500000,2.027200,3.267100,2.647150,1.239900,0.004480,0.004220,0.020942
CH4,Blount 1982,408.290000,135.140000,702.500000,2.027200,4.905000,3.466100,2.877800,0.004480,0.003583,0.033717
CH4,Blount 1982,408.290000,135.140000,703.000000,2.027200,4.874200,3.450700,2.847000,0.004480,0.003495,0.037875
CH4,Blount 1982,408.290000,135.140000,703.500000,2.027200,4.837900,3.432550,2.810700,0.004480,0.003540,0.036388
CH4,Blount 1982,408.290000,135.140000,704.000000,2.027200,4.798900,3.413050,2.771700,0.004480,0.003151,0.055139
CH4,Blount 1982,409.400000,136.250000,706.000000,2.027200,7.033700,4.530450,5.006500,0.004480,0.002533,0.049464
CH4,Blount 1982,407.900000,134.750000,495.000000,2.027200,3.267100,2.647150,1.239900,0.003680,0.002983,0.073550
CH4,Blount 1982,407.540000,134.390000,495.000000,2.027200,4.762800,3.395000,2.735600,0.003680,0.002731,0.047348
CH4,Blount 1982,407.150000,134.000000,497.000000,2.027200,4.921800,3.474500,2.894600,0.003680,0.002667,0.048305
CH4,Blount 1982,408.400000,135.250000,495.500000,2.027200,7.003500,4.515350,4.976300,0.003680,0.002127,0.047843
CH4,Blount 1982,408.010000,134.860000,502.000000,2.027200,3.267100,2.647150,1.239900,0.003782,0.002983,0.083126
CH4,Blount 1982,407.650000,134.500000,502.000000,2.027200,4.762800,3.395000,2.735600,0.003782,0.002731,0.051689
CH4,Blount 1982,407.260000,134.110000,504.000000,2.027200,4.921800,3.474500,2.894600,0.003782,0.002667,0.052407
CH4,Blount 1982,408.510000,135.360000,502.500000,2.027200,7.003500,4.515350,4.976300,0.003782,0.002127,0.050229
CH4,Blount 1982,408.150000,135.000000,360.000000,2.027200,3.257400,2.642300,1.230200,0.002777,0.002532,0.032606
CH4,Blount 1982,408.400000,135.250000,360.000000,2.027200,6.983400,4.505300,4.956200,0.002777,0.001741,0.040914
CH4,Blount 1982,407.900000,134.750000,247.000000,2.027200,3.243000,2.635100,1.215800,0.002442,0.001911,0.087584
CH4,Blount 1982,407.760000,134.610000,249.000000,2.027200,3.344500,2.685850,1.317300,0.002442,0.001936,0.076551
CH4,Blount 1982,407.540000,134.390000,248.000000,2.027200,4.905000,3.466100,2.877800,0.002442,0.001527,0.070855
CH4,Blount 1982,407.900000,134.750000,248.000000,2.027200,3.243000,2.635100,1.215800,0.002500,0.001911,0.095969
CH4,Blount 1982,407.760000,134.610000,250.000000,2.027200,3.344500,2.685850,1.317300,0.002500,0.001936,0.084290
CH4,Blount 1982,407.540000,134.390000,249.000000,2.027200,4.905000,3.466100,2.877800,0.002500,0.001527,0.074397
CH4,Blount 1982,408.400000,135.250000,1312.500000,2.005900,3.291200,2.648550,1.285300,0.005345,0.005338,0.000443
CH4,Blount 1982,408.400000,135.250000,1314.500000,2.005900,4.921800,3.463850,2.915900,0.005345,0.004103,0.039386
CH4,Blount 1982,408.040000,134.890000,1314.000000,2.005900,5.020600,3.513250,3.014700,0.005345,0.003954,0.043424
CH4,Blount 1982,408.040000,134.890000,1314.000000,2.005900,5.014900,3.510400,3.009000,0.005345,0.003718,0.052389
CH4,Blount 1982,408.650000,135.500000,1319.000000,2.005900,7.104600,4.555250,5.098700,0.005345,0.003549,0.034880
CH4,Blount 1982,408.540000,135.390000,1315.500000,2.005900,3.291200,2.648550,1.285300,0.005417,0.005338,0.004964
CH4,Blount 1982,408.540000,135.390000,1317.500000,2.005900,4.921800,3.463850,2.915900,0.005417,0.004103,0.041379
CH4,Blount 1982,408.180000,135.030000,1317.000000,2.005900,5.020600,3.513250,3.014700,0.005417,0.003954,0.045352
CH4,Blount 1982,408.180000,135.030000,1317.000000,2.005900,5.014900,3.510400,3.009000,0.005417,0.003718,0.054320
CH4,Blount 1982,408.790000,135.640000,1322.000000,2.005900,7.104600,4.555250,5.098700,0.005417,0.003549,0.036020
CH4,Blount 1982,408.650000,135.500000,1106.500000,2.005900,3.267100,2.636500,1.261200,0.004939,0.004807,0.009328
CH4,Blount 1982,408.290000,135.140000,1102.500000,2.005900,5.000800,3.503350,2.994900,0.004939,0.003766,0.039320
CH4,Blount 1982,408.290000,135.140000,1103.500000,2.005900,4.961200,3.483550,2.955300,0.004939,0.003994,0.031209
CH4,Blount 1982,408.900000,135.750000,1110.500000,2.005900,7.080900,4.543400,5.075000,0.004939,0.003472,0.030159
CH4,Blount 1982,408.955000,135.805000,905.000000,2.005900,3.334800,2.670350,1.328900,0.004301,0.004048,0.019813
CH4,Blount 1982,408.845000,135.695000,892.000000,2.005900,3.267100,2.636500,1.261200,0.004301,0.004267,0.002733
CH4,Blount 1982,408.345000,135.195000,898.000000,2.005900,4.952800,3.479350,2.946900,0.004301,0.003273,0.040254
CH4,Blount 1982,409.345000,136.195000,899.500000,2.005900,7.053900,4.529900,5.048000,0.004301,0.002864,0.034983
CH4,Blount 1982,409.010000,135.860000,909.500000,2.005900,3.334800,2.670350,1.328900,0.004417,0.004048,0.028510
CH4,Blount 1982,408.900000,135.750000,896.500000,2.005900,3.267100,2.636500,1.261200,0.004417,0.004267,0.011897
CH4,Blount 1982,408.400000,135.250000,902.500000,2.005900,4.952800,3.479350,2.946900,0.004417,0.003273,0.044176
CH4,Blount 1982,409.400000,136.250000,904.000000,2.005900,7.053900,4.529900,5.048000,0.004417,0.002864,0.037273
CH4,Blount 1982,408.900000,135.750000,908.500000,2.005900,3.334800,2.670350,1.328900,0.004388,0.004048,0.026357
CH4,Blount 1982,408.790000,135.640000,895.500000,2.005900,3.267100,2.636500,1.261200,0.004388,0.004267,0.009629
CH4,Blount 1982,408.290000,135.140000,901.500000,2.005900,4.952800,3.479350,2.946900,0.004388,0.003273,0.043205
CH4,Blount 1982,409.290000,136.140000,903.000000,2.005900,7.053900,4.529900,5.048000,0.004388,0.002864,0.036706
CH4,Blount 1982,408.760000,135.610000,488.000000,2.048600,3.267100,2.657850,1.218500,0.003320,0.002983,0.038149
CH4,Blount 1982,408.400000,135.250000,488.000000,2.048600,4.762800,3.405700,2.714200,0.003320,0.002731,0.031249
CH4,Blount 1982,408.010000,134.860000,490.000000,2.048600,4.921800,3.485200,2.873200,0.003320,0.002667,0.033104
CH4,Blount 1982,409.260000,136.110000,488.500000,2.048600,7.003500,4.526050,4.954900,0.003320,0.002127,0.039026
CH4,Blount 1982,408.760000,135.610000,489.500000,2.048600,3.267100,2.657850,1.218500,0.003568,0.002983,0.063826
CH4,Blount 1982,408.400000,135.250000,489.500000,2.048600,4.762800,3.405700,2.714200,0.003568,0.002731,0.042776
CH4,Blount 1982,408.010000,134.860000,491.500000,2.048600,4.921800,3.485200,2.873200,0.003568,0.002667,0.043993
CH4,Blount 1982,409.260000,136.110000,490.000000,2.048600,7.003500,4.526050,4.954900,0.003568,0.002127,0.045340
CH4,Blount 1982,408.900000,135.750000,351.000000,2.048600,3.257400,2.653000,1.208800,0.002839,0.002532,0.041117
CH4,Blount 1982,408.400000,135.250000,341.000000,2.048600,4.921800,3.485200,2.873200,0.002839,0.002382,0.026529
CH4,Blount 1982,409.150000,136.000000,351.000000,2.048600,6.983400,4.516000,4.934800,0.002839,0.001741,0.043034
CH4,Blount 1982,408.790000,135.640000,355.500000,2.048600,3.257400,2.653000,1.208800,0.003043,0.002532,0.066048
CH4,Blount 1982,408.150000,135.000000,347.500000,2.048600,4.921800,3.485200,2.873200,0.003043,0.002081,0.057438
CH4,Blount 1982,409.040000,135.890000,355.500000,2.048600,6.983400,4.516000,4.934800,0.003043,0.001741,0.049141
CH4,Blount 1982,408.650000,135.500000,250.000000,2.048600,3.243000,2.645800,1.194400,0.002269,0.001911,0.062436
CH4,Blount 1982,408.510000,135.360000,252.000000,2.048600,3.344500,2.696550,1.295900,0.002269,0.001936,0.053190
CH4,Blount 1982,408.290000,135.140000,251.000000,2.048600,4.905000,3.476800,2.856400,0.002269,0.001527,0.060214
CH4,Blount 1982,408.400000,135.250000,1557.500000,3.334800,7.108000,5.221400,3.773200,0.005550,0.003970,0.038562
CH4,Blount 1982,408.400000,135.250000,1557.500000,3.334800,7.104600,5.219700,3.769800,0.005550,0.003970,0.038597
CH4,Blount 1982,408.400000,135.250000,1548.500000,3.291200,7.108000,5.199600,3.816800,0.005276,0.003970,0.032361
CH4,Blount 1982,408.400000,135.250000,1548.500000,3.291200,7.104600,5.197900,3.813400,0.005276,0.003970,0.032390
CH4,Blount 1982,408.400000,135.250000,1551.000000,3.291200,7.108000,5.199600,3.816800,0.005585,0.003970,0.038837
CH4,Blount 1982,408.400000,135.250000,1551.000000,3.291200,7.104600,5.197900,3.813400,0.005585,0.003970,0.038872
CH4,Blount 1982,408.400000,135.250000,1554.000000,3.291200,7.108000,5.199600,3.816800,0.005523,0.003970,0.037567
CH4,Blount 1982,408.400000,135.250000,1554.000000,3.291200,7.104600,5.197900,3.813400,0.005523,0.003970,0.037600
CH4,Blount 1982,408.150000,135.000000,1314.000000,3.291200,4.921800,4.106500,1.630600,0.005338,0.004103,0.070083
CH4,Blount 1982,407.790000,134.640000,1313.500000,3.291200,5.020600,4.155900,1.729400,0.005338,0.003954,0.075368
CH4,Blount 1982,407.790000,134.640000,1313.500000,3.291200,5.014900,4.153050,1.723700,0.005338,0.003718,0.091123
CH4,Blount 1982,408.400000,135.250000,1318.500000,3.291200,7.104600,5.197900,3.813400,0.005338,0.003549,0.046487
CH4,Blount 1982,408.150000,135.000000,1320.000000,3.291200,4.921800,4.106500,1.630600,0.004844,0.004103,0.044218
CH4,Blount 1982,407.790000,134.640000,1319.500000,3.291200,5.020600,4.155900,1.729400,0.004844,0.003954,0.050982
CH4,Blount 1982,407.790000,134.640000,1319.500000,3.291200,5.014900,4.153050,1.723700,0.004844,0.003718,0.066656
CH4,Blount 1982,408.400000,135.250000,1324.500000,3.291200,7.104600,5.197900,3.813400,0.004844,0.003549,0.035427
CH4,Blount 1982,407.790000,134.640000,1110.000000,3.267100,5.000800,4.133950,1.733700,0.004807,0.003766,0.061137
CH4,Blount 1982,407.790000,134.640000,1111.000000,3.267100,4.961200,4.114150,1.694100,0.004807,0.003994,0.047498
CH4,Blount 1982,408.400000,135.250000,1118.000000,3.267100,7.080900,5.174000,3.813800,0.004807,0.003472,0.037048
CH4,Blount 1982,408.040000,134.890000,905.000000,3.334800,4.952800,4.143800,1.618000,0.004048,0.003273,0.057042
CH4,Blount 1982,409.040000,135.890000,906.500000,3.334800,7.053900,5.194350,3.719100,0.004048,0.002864,0.040404
CH4,Blount 1982,407.930000,134.780000,892.000000,3.267100,4.952800,4.109950,1.685700,0.004267,0.003273,0.068326
CH4,Blount 1982,408.930000,135.780000,893.500000,3.267100,7.053900,5.160500,3.786800,0.004267,0.002864,0.045725
CH4,Blount 1982,407.790000,134.640000,898.000000,3.267100,4.952800,4.109950,1.685700,0.004514,0.003273,0.082823
CH4,Blount 1982,408.790000,135.640000,899.500000,3.267100,7.053900,5.160500,3.786800,0.004514,0.002864,0.052178
CH4,Blount 1982,408.040000,134.890000,699.000000,3.334800,4.905000,4.119900,1.570200,0.003862,0.003583,0.020740
CH4,Blount 1982,408.040000,134.890000,699.500000,3.334800,4.874200,4.104500,1.539400,0.003862,0.003495,0.028170
CH4,Blount 1982,408.040000,134.890000,700.000000,3.334800,4.837900,4.086350,1.503100,0.003862,0.003540,0.025154
CH4,Blount 1982,408.040000,134.890000,700.500000,3.334800,4.798900,4.066850,1.464100,0.003862,0.003151,0.060354
CH4,Blount 1982,409.150000,136.000000,702.500000,3.334800,7.033700,5.184250,3.698900,0.003862,0.002533,0.049522
CH4,Blount 1982,407.790000,134.640000,698.000000,3.334800,4.905000,4.119900,1.570200,0.003800,0.003583,0.016263
CH4,Blount 1982,407.790000,134.640000,698.500000,3.334800,4.874200,4.104500,1.539400,0.003800,0.003495,0.023604
CH4,Blount 1982,407.790000,134.640000,699.000000,3.334800,4.837900,4.086350,1.503100,0.003800,0.003540,0.020478
CH4,Blount 1982,407.790000,134.640000,699.500000,3.334800,4.798900,4.066850,1.464100,0.003800,0.003151,0.055553
CH4,Blount 1982,408.900000,135.750000,701.500000,3.334800,7.033700,5.184250,3.698900,0.003800,0.002533,0.047622
CH4,Blount 1982,407.930000,134.780000,697.000000,3.267100,4.905000,4.086050,1.637900,0.004220,0.003583,0.043388
CH4,Blount 1982,407.930000,134.780000,697.500000,3.267100,4.874200,4.070650,1.607100,0.004220,0.003495,0.050940
CH4,Blount 1982,407.930000,134.780000,698.000000,3.267100,4.837900,4.052500,1.570800,0.004220,0.003540,0.048580
CH4,Blount 1982,407.930000,134.780000,698.500000,3.267100,4.798900,4.033000,1.531800,0.004220,0.003151,0.082820
CH4,Blount 1982,409.040000,135.890000,700.500000,3.267100,7.033700,5.150400,3.766600,0.004220,0.002533,0.058853
CH4,Blount 1982,407.790000,134.640000,492.000000,3.267100,4.762800,4.014950,1.495700,0.002983,0.002731,0.025628
CH4,Blount 1982,407.400000,134.250000,494.000000,3.267100,4.921800,4.094450,1.654700,0.002983,0.002667,0.029389
CH4,Blount 1982,408.650000,135.500000,492.500000,3.267100,7.003500,5.135300,3.736400,0.002983,0.002127,0.039312
CH4,Blount 1982,407.790000,134.640000,348.000000,3.257400,4.921800,4.089600,1.664400,0.002532,0.002081,0.051185
CH4,Blount 1982,408.680000,135.530000,356.000000,3.257400,6.983400,5.120400,3.726000,0.002532,0.001741,0.043657
CH4,Blount 1982,407.930000,134.780000,343.500000,3.257400,4.921800,4.089600,1.664400,0.002470,0.002382,0.009466
CH4,Blount 1982,408.680000,135.530000,353.500000,3.257400,6.983400,5.120400,3.726000,0.002470,0.001741,0.040767
CH4,Blount 1982,407.790000,134.640000,247.000000,3.243000,4.905000,4.074000,1.662000,0.001911,0.001527,0.058617
CH4,Blount 1982,407.650000,134.500000,249.000000,3.344500,4.905000,4.124750,1.560500,0.001936,0.001527,0.066047
CH4,Blount 1982,407.650000,134.500000,250.000000,3.344500,4.905000,4.124750,1.560500,0.002434,0.001527,0.129754
CH4,Blount 1982,407.790000,134.640000,149.000000,3.344500,4.891000,4.117750,1.546500,0.001468,0.001191,0.058722
CH4,Blount 1982,407.790000,134.640000,149.000000,3.344500,4.874200,4.109350,1.529700,0.001468,0.001508,-0.007632
CH4,Blount 1982,408.510000,135.360000,157.000000,3.344500,6.800500,5.072500,3.456000,0.001343,0.001147,0.019824
CH4,Blount 1982,408.400000,135.250000,1320.500000,4.921800,7.104600,6.013200,2.182800,0.004103,0.003549,0.028860
CH4,Blount 1982,408.400000,135.250000,1325.500000,4.921800,7.104600,6.013200,2.182800,0.003770,0.003549,0.012019
CH4,Blount 1982,408.260000,135.110000,1323.500000,4.921800,7.104600,6.013200,2.182800,0.003953,0.003549,0.021450
CH4,Blount 1982,408.040000,134.890000,1320.000000,5.020600,7.104600,6.062600,2.084000,0.003954,0.003549,0.022520
CH4,Blount 1982,408.040000,134.890000,1320.000000,5.014900,7.104600,6.059750,2.089700,0.003718,0.003549,0.009668
CH4,Blount 1982,408.040000,134.890000,1114.000000,5.000800,7.080900,6.040850,2.080100,0.003766,0.003472,0.016971
CH4,Blount 1982,408.040000,134.890000,1115.000000,4.961200,7.080900,6.021050,2.119700,0.003994,0.003472,0.028697
CH4,Blount 1982,408.430000,135.280000,899.500000,4.952800,7.053900,6.003350,2.101100,0.003273,0.002864,0.027592
CH4,Blount 1982,408.540000,135.390000,697.500000,4.905000,7.033700,5.969350,2.128700,0.003583,0.002533,0.070753
CH4,Blount 1982,408.540000,135.390000,698.000000,4.874200,7.033700,5.953950,2.159500,0.003495,0.002533,0.064743
CH4,Blount 1982,408.540000,135.390000,698.500000,4.837900,7.033700,5.935800,2.195800,0.003540,0.002533,0.066203
CH4,Blount 1982,408.540000,135.390000,699.000000,4.798900,7.033700,5.916300,2.234800,0.003151,0.002533,0.042426
CH4,Blount 1982,408.290000,135.140000,492.500000,4.762800,7.003500,5.883150,2.240700,0.002731,0.002127,0.048447
CH4,Blount 1982,407.900000,134.750000,494.500000,4.921800,7.003500,5.962650,2.081700,0.002667,0.002127,0.047200
CH4,Blount 1982,408.040000,134.890000,348.000000,4.921800,6.983400,5.952600,2.061600,0.002081,0.001741,0.037579
CH4,Blount 1982,408.290000,135.140000,153.000000,4.891000,6.800500,5.845750,1.909500,0.001191,0.001147,0.008562
CH4,Blount 1982,408.290000,135.140000,153.000000,4.874200,6.800500,5.837350,1.926300,0.001508,0.001147,0.061692
CH4,Blount 1982,408.290000,135.140000,152.500000,4.874200,6.800500,5.837350,1.926300,0.001207,0.001147,0.011496
CH4,Blount 1982,442.345000,169.195000,1555.000000,0.051600,3.344500,1.698050,3.292900,0.010560,0.007189,0.050714
CH4,Blount 1982,442.345000,169.195000,1555.500000,0.051600,3.300900,1.676250,3.249300,0.010560,0.007128,0.052533
CH4,Blount 1982,442.455000,169.305000,1554.000000,0.051600,4.921800,2.486700,4.870200,0.010560,0.006383,0.044893
CH4,Blount 1982,442.345000,169.195000,1552.000000,0.051600,6.929900,3.490750,6.878300,0.010560,0.005339,0.043064
CH4,Blount 1982,442.540000,169.390000,1546.000000,0.051600,3.344500,1.698050,3.292900,0.011721,0.007189,0.064471
CH4,Blount 1982,442.540000,169.390000,1546.500000,0.051600,3.300900,1.676250,3.249300,0.011721,0.007128,0.066475
CH4,Blount 1982,442.650000,169.500000,1545.000000,0.051600,4.921800,2.486700,4.870200,0.011721,0.006383,0.054195
CH4,Blount 1982,442.540000,169.390000,1543.000000,0.051600,6.929900,3.490750,6.878300,0.011721,0.005339,0.049650
CH4,Blount 1982,442.540000,169.390000,1531.000000,0.051600,3.344500,1.698050,3.292900,0.011656,0.007189,0.063737
CH4,Blount 1982,442.540000,169.390000,1531.500000,0.051600,3.300900,1.676250,3.249300,0.011656,0.007128,0.065732
CH4,Blount 1982,442.650000,169.500000,1530.000000,0.051600,4.921800,2.486700,4.870200,0.011656,0.006383,0.053699
CH4,Blount 1982,442.540000,169.390000,1528.000000,0.051600,6.929900,3.490750,6.878300,0.011656,0.005339,0.049298
CH4,Blount 1982,442.540000,169.390000,1557.000000,0.051600,3.344500,1.698050,3.292900,0.010521,0.007189,0.050226
CH4,Blount 1982,442.540000,169.390000,1557.500000,0.051600,3.300900,1.676250,3.249300,0.010521,0.007128,0.052039
CH4,Blount 1982,442.650000,169.500000,1556.000000,0.051600,4.921800,2.486700,4.870200,0.010521,0.006383,0.044563
CH4,Blount 1982,442.540000,169.390000,1554.000000,0.051600,6.929900,3.490750,6.878300,0.010521,0.005339,0.042830
CH4,Blount 1982,442.650000,169.500000,1564.000000,0.051600,3.344500,1.698050,3.292900,0.010908,0.007189,0.054990
CH4,Blount 1982,442.650000,169.500000,1564.500000,0.051600,3.300900,1.676250,3.249300,0.010908,0.007128,0.056867
CH4,Blount 1982,442.760000,169.610000,1563.000000,0.051600,4.921800,2.486700,4.870200,0.010908,0.006383,0.047785
CH4,Blount 1982,442.650000,169.500000,1561.000000,0.051600,6.929900,3.490750,6.878300,0.010908,0.005339,0.045111
CH4,Blount 1982,442.650000,169.500000,1563.000000,0.051600,3.344500,1.698050,3.292900,0.012364,0.007189,0.071515
CH4,Blount 1982,442.650000,169.500000,1563.500000,0.051600,3.300900,1.676250,3.249300,0.012364,0.007128,0.073613
CH4,Blount 1982,442.760000,169.610000,1562.000000,0.051600,4.921800,2.486700,4.870200,0.012364,0.006383,0.058957
CH4,Blount 1982,442.650000,169.500000,1560.000000,0.051600,6.929900,3.490750,6.878300,0.012364,0.005339,0.053022
CH4,Blount 1982,443.290000,170.140000,1264.500000,0.051600,0.922500,0.487050,0.870900,0.010469,0.008737,0.090186
CH4,Blount 1982,443.040000,169.890000,1288.500000,0.051600,1.997400,1.024500,1.945800,0.010469,0.006817,0.095751
CH4,Blount 1982,442.760000,169.610000,1289.500000,0.051600,3.332300,1.691950,3.280700,0.010469,0.006537,0.062342
CH4,Blount 1982,442.650000,169.500000,1290.000000,0.051600,4.905000,2.478300,4.853400,0.010469,0.005731,0.053916
CH4,Blount 1982,442.650000,169.500000,1295.000000,0.051600,6.840100,3.445850,6.788500,0.010469,0.004886,0.048752
CH4,Blount 1982,443.290000,170.140000,1250.500000,0.051600,0.922500,0.487050,0.870900,0.011398,0.008737,0.132583
CH4,Blount 1982,443.180000,170.030000,1295.000000,0.051600,0.922500,0.487050,0.870900,0.011050,0.008737,0.117120
CH4,Blount 1982,442.930000,169.780000,1319.000000,0.051600,1.997400,1.024500,1.945800,0.011050,0.006817,0.107806
CH4,Blount 1982,442.650000,169.500000,1320.000000,0.051600,3.332300,1.691950,3.280700,0.011050,0.006537,0.069492
CH4,Blount 1982,442.540000,169.390000,1320.500000,0.051600,4.905000,2.478300,4.853400,0.011050,0.005731,0.058749
CH4,Blount 1982,442.540000,169.390000,1325.500000,0.051600,6.840100,3.445850,6.788500,0.011050,0.004886,0.052207
CH4,Blount 1982,443.095000,169.945000,1103.500000,0.051600,0.920600,0.486100,0.869000,0.009538,0.008315,0.068579
CH4,Blount 1982,443.040000,169.890000,1121.000000,0.051600,1.997400,1.024500,1.945800,0.009538,0.006803,0.075422
CH4,Blount 1982,442.040000,168.890000,1119.000000,0.051600,3.245400,1.648500,3.193800,0.009538,0.006157,0.059518
CH4,Blount 1982,442.430000,169.280000,1116.500000,0.051600,4.899400,2.475500,4.847800,0.009538,0.005032,0.057287
CH4,Blount 1982,442.540000,169.390000,1124.500000,0.051600,6.751100,3.401350,6.699500,0.009538,0.004760,0.045056
CH4,Blount 1982,443.510000,170.360000,896.000000,0.051600,0.915000,0.483300,0.863400,0.009512,0.007277,0.134723
CH4,Blount 1982,443.260000,170.110000,903.000000,0.051600,1.997400,1.024500,1.945800,0.009512,0.005921,0.105806
CH4,Blount 1982,442.870000,169.720000,905.500000,0.051600,3.197400,1.624500,3.145800,0.009512,0.005083,0.086513
CH4,Blount 1982,442.760000,169.610000,905.000000,0.051600,4.905000,2.478300,4.853400,0.009512,0.004700,0.063084
CH4,Blount 1982,442.760000,169.610000,911.000000,0.051600,6.701800,3.376700,6.650200,0.009512,0.004175,0.053775
CH4,Blount 1982,442.760000,169.610000,911.000000,0.051600,6.705100,3.378350,6.653500,0.009512,0.003870,0.058700
CH4,Blount 1982,443.315000,170.165000,689.500000,0.051600,0.909300,0.480450,0.857700,0.007749,0.006798,0.066299
CH4,Blount 1982,443.260000,170.110000,697.500000,0.051600,2.027200,1.039400,1.975600,0.007749,0.005510,0.074962
CH4,Blount 1982,442.260000,169.110000,707.500000,0.051600,3.238200,1.644900,3.186600,0.007749,0.004616,0.070602
CH4,Blount 1982,442.650000,169.500000,699.500000,0.051600,4.899400,2.475500,4.847800,0.007749,0.003899,0.061532
CH4,Blount 1982,443.010000,169.860000,704.500000,0.051600,6.705100,3.378350,6.653500,0.007749,0.003653,0.049086
CH4,Blount 1982,443.095000,169.945000,691.000000,0.051600,0.909300,0.480450,0.857700,0.007671,0.006798,0.061176
CH4,Blount 1982,443.040000,169.890000,699.000000,0.051600,2.027200,1.039400,1.975600,0.007671,0.005510,0.072738
CH4,Blount 1982,442.040000,168.890000,709.000000,0.051600,3.238200,1.644900,3.186600,0.007671,0.004616,0.069223
CH4,Blount 1982,442.430000,169.280000,701.000000,0.051600,4.899400,2.475500,4.847800,0.007671,0.003899,0.060625
CH4,Blount 1982,442.790000,169.640000,706.000000,0.051600,6.705100,3.378350,6.653500,0.007671,0.003653,0.048426
CH4,Blount 1982,443.205000,170.055000,687.500000,0.051600,0.909300,0.480450,0.857700,0.008281,0.006798,0.099920
CH4,Blount 1982,443.150000,170.000000,695.500000,0.051600,2.027200,1.039400,1.975600,0.008281,0.005510,0.089558
CH4,Blount 1982,442.150000,169.000000,705.500000,0.051600,3.238200,1.644900,3.186600,0.008281,0.004616,0.079651
CH4,Blount 1982,442.540000,169.390000,697.500000,0.051600,4.899400,2.475500,4.847800,0.008281,0.003899,0.067480
CH4,Blount 1982,442.900000,169.750000,702.500000,0.051600,6.705100,3.378350,6.653500,0.008281,0.003653,0.053420
CH4,Blount 1982,443.510000,170.360000,349.000000,0.051600,2.027200,1.039400,1.975600,0.006071,0.003535,0.118886
CH4,Blount 1982,442.510000,169.360000,351.000000,0.051600,3.238200,1.644900,3.186600,0.006071,0.003365,0.080423
CH4,Blount 1982,443.010000,169.860000,353.500000,0.051600,4.983800,2.517700,4.932200,0.006071,0.002557,0.076138
CH4,Blount 1982,443.400000,170.250000,353.000000,0.051600,6.672400,3.362000,6.620800,0.006071,0.002333,0.062733
CH4,Blount 1982,442.900000,169.750000,247.500000,0.053400,0.892200,0.472800,0.838800,0.004178,0.003771,0.053066
CH4,Blount 1982,443.150000,170.000000,247.500000,0.053400,2.027200,1.040300,1.973800,0.004178,0.003083,0.066873
CH4,Blount 1982,443.150000,170.000000,248.000000,0.053400,1.984700,1.019050,1.931300,0.004178,0.003280,0.054417
CH4,Blount 1982,442.150000,169.000000,247.500000,0.053400,3.238200,1.645800,3.184800,0.004178,0.002654,0.061878
CH4,Blount 1982,442.650000,169.500000,250.000000,0.053400,4.812800,2.433100,4.759400,0.004178,0.002138,0.061134
CH4,Blount 1982,442.900000,169.750000,247.000000,0.053400,6.672400,3.362900,6.619000,0.004178,0.001900,0.051702
CH4,Blount 1982,442.900000,169.750000,248.000000,0.053400,0.892200,0.472800,0.838800,0.004636,0.003771,0.106923
CH4,Blount 1982,443.150000,170.000000,248.000000,0.053400,2.027200,1.040300,1.973800,0.004636,0.003083,0.089761
CH4,Blount 1982,443.150000,170.000000,248.500000,0.053400,1.984700,1.019050,1.931300,0.004636,0.003280,0.077807
CH4,Blount 1982,442.150000,169.000000,248.000000,0.053400,3.238200,1.645800,3.184800,0.004636,0.002654,0.076062
CH4,Blount 1982,442.650000,169.500000,250.500000,0.053400,4.812800,2.433100,4.759400,0.004636,0.002138,0.070626
CH4,Blount 1982,442.900000,169.750000,247.500000,0.053400,6.672400,3.362900,6.619000,0.004636,0.001900,0.058527
CH4,Blount 1982,444.180000,171.030000,1289.000000,0.922500,1.997400,1.459950,1.074900,0.008737,0.006817,0.100260
CH4,Blount 1982,443.900000,170.750000,1290.000000,0.922500,3.332300,2.127400,2.409800,0.008737,0.006537,0.052280
CH4,Blount 1982,443.790000,170.640000,1290.500000,0.922500,4.905000,2.913750,3.982500,0.008737,0.005731,0.045984
CH4,Blount 1982,443.790000,170.640000,1295.500000,0.922500,6.840100,3.881300,5.917600,0.008737,0.004886,0.042654
