Gas,Source,T_K,T_C,P_bar,Sal_m,x_fresh,x_brine,T_fresh,P_fresh,dT_K,dP_pct,ks_data
CH4,Blount 1982,373.150000,100.000000,904.000000,0.922500,0.005351,0.004491,374.150000,908.000000,1.000000,0.442478,0.082484
CH4,Blount 1982,373.150000,100.000000,904.000000,0.922500,0.005351,0.004532,374.150000,908.000000,1.000000,0.442478,0.078206
CH4,Blount 1982,372.870000,99.720000,702.000000,0.922500,0.004635,0.003928,373.150000,706.000000,0.280000,0.569801,0.077917
CH4,Blount 1982,372.870000,99.720000,702.000000,0.922500,0.004635,0.003598,373.150000,706.000000,0.280000,0.569801,0.119229
CH4,Blount 1982,372.650000,99.500000,498.000000,0.922500,0.003996,0.003296,373.370000,490.000000,0.720000,1.606426,0.090665
CH4,Blount 1982,372.650000,99.500000,498.000000,0.922500,0.003996,0.003324,373.370000,490.000000,0.720000,1.606426,0.086682
CH4,Blount 1982,373.150000,100.000000,347.000000,0.922500,0.003382,0.002842,373.370000,345.000000,0.220000,0.576369,0.081897
CH4,Blount 1982,373.150000,100.000000,347.000000,0.922500,0.003382,0.002856,373.370000,345.000000,0.220000,0.576369,0.079583
CH4,Blount 1982,373.150000,100.000000,248.000000,0.922500,0.002585,0.002347,373.370000,243.000000,0.220000,2.016129,0.045471
CH4,Blount 1982,373.150000,100.000000,248.000000,0.922500,0.002585,0.002402,373.370000,243.000000,0.220000,2.016129,0.034566
CH4,Blount 1982,374.150000,101.000000,1116.000000,2.027200,0.005676,0.004189,373.370000,1105.000000,0.780000,0.985663,0.065081
CH4,Blount 1982,374.150000,101.000000,911.000000,2.027200,0.005351,0.003709,374.150000,908.000000,0.000000,0.329308,0.078521
CH4,Blount 1982,374.150000,101.000000,911.000000,2.027200,0.005351,0.003753,374.150000,908.000000,0.000000,0.329308,0.075995
CH4,Blount 1982,373.150000,100.000000,1552.000000,2.037900,0.006378,0.005020,373.370000,1542.000000,0.220000,0.644330,0.051024
CH4,Blount 1982,373.150000,100.000000,1552.000000,2.037900,0.006378,0.004933,373.370000,1542.000000,0.220000,0.644330,0.054749
CH4,Blount 1982,373.150000,100.000000,1552.000000,2.037900,0.006378,0.004976,373.370000,1542.000000,0.220000,0.644330,0.052900
CH4,Blount 1982,373.150000,100.000000,1552.000000,2.037900,0.006378,0.004933,373.370000,1542.000000,0.220000,0.644330,0.054749
CH4,Blount 1982,373.150000,100.000000,1544.000000,2.037900,0.006378,0.005049,373.370000,1542.000000,0.220000,0.129534,0.049796
CH4,Blount 1982,373.150000,100.000000,1544.000000,2.037900,0.006378,0.005092,373.370000,1542.000000,0.220000,0.129534,0.047989
CH4,Blount 1982,373.650000,100.500000,1313.000000,2.037900,0.006365,0.004686,372.650000,1317.000000,1.000000,0.304646,0.065261
CH4,Blount 1982,373.650000,100.500000,1313.000000,2.037900,0.006365,0.004628,372.650000,1317.000000,1.000000,0.304646,0.067916
CH4,Blount 1982,373.370000,100.220000,1059.000000,2.037900,0.005676,0.004279,373.370000,1105.000000,0.000000,4.343720,0.060209
CH4,Blount 1982,373.370000,100.220000,1059.000000,2.037900,0.005676,0.004380,373.370000,1105.000000,0.000000,4.343720,0.055237
CH4,Blount 1982,373.650000,100.500000,1053.000000,2.037900,0.005676,0.004177,373.370000,1105.000000,0.280000,4.938272,0.065351
CH4,Blount 1982,373.650000,100.500000,1053.000000,2.037900,0.005676,0.004293,373.370000,1105.000000,0.280000,4.938272,0.059513
CH4,Blount 1982,373.650000,100.500000,913.000000,2.037900,0.005351,0.003770,374.150000,908.000000,0.500000,0.547645,0.074633
CH4,Blount 1982,373.650000,100.500000,913.000000,2.037900,0.005351,0.003813,374.150000,908.000000,0.500000,0.547645,0.072216
CH4,Blount 1982,373.650000,100.500000,890.000000,2.037900,0.005351,0.003842,374.150000,908.000000,0.500000,2.022472,0.070601
CH4,Blount 1982,373.650000,100.500000,890.000000,2.037900,0.005351,0.003959,374.150000,908.000000,0.500000,2.022472,0.064208
CH4,Blount 1982,373.150000,100.000000,702.000000,2.037900,0.004635,0.003522,373.150000,706.000000,0.000000,0.569801,0.058521
CH4,Blount 1982,373.150000,100.000000,702.000000,2.037900,0.004635,0.003464,373.150000,706.000000,0.000000,0.569801,0.062060
CH4,Blount 1982,373.150000,100.000000,696.000000,2.037900,0.004635,0.003187,373.150000,706.000000,0.000000,1.436782,0.079821
CH4,Blount 1982,373.150000,100.000000,696.000000,2.037900,0.004635,0.003318,373.150000,706.000000,0.000000,1.436782,0.071237
CH4,Blount 1982,373.650000,100.500000,494.000000,2.037900,0.003996,0.003012,373.370000,490.000000,0.280000,0.809717,0.060244
CH4,Blount 1982,373.650000,100.500000,494.000000,2.037900,0.003996,0.002750,373.370000,490.000000,0.280000,0.809717,0.079637
CH4,Blount 1982,373.650000,100.500000,488.000000,2.037900,0.003996,0.002866,373.370000,490.000000,0.280000,0.409836,0.070832
CH4,Blount 1982,373.650000,100.500000,488.000000,2.037900,0.003996,0.002910,373.370000,490.000000,0.280000,0.409836,0.067586
CH4,Blount 1982,373.370000,100.220000,356.000000,1.984700,0.003382,0.002655,373.370000,345.000000,0.000000,3.089888,0.052960
CH4,Blount 1982,373.370000,100.220000,356.000000,1.984700,0.003382,0.002553,373.370000,345.000000,0.000000,3.089888,0.061532
CH4,Blount 1982,373.370000,100.220000,353.000000,2.005900,0.003382,0.002308,373.370000,345.000000,0.000000,2.266289,0.082725
CH4,Blount 1982,373.370000,100.220000,353.000000,2.005900,0.003382,0.002629,373.370000,345.000000,0.000000,2.266289,0.054531
CH4,Blount 1982,373.650000,100.500000,253.000000,2.005900,0.002585,0.002002,373.370000,243.000000,0.280000,3.952569,0.055335
CH4,Blount 1982,373.150000,100.000000,255.000000,2.005900,0.002585,0.002089,373.370000,243.000000,0.220000,4.705882,0.046125
CH4,Blount 1982,373.370000,100.220000,251.000000,2.005900,0.002585,0.001958,373.370000,243.000000,0.000000,3.187251,0.060146
CH4,Blount 1982,373.370000,100.220000,251.000000,2.005900,0.002585,0.001900,373.370000,243.000000,0.000000,3.187251,0.066657
CH4,Blount 1982,373.150000,100.000000,142.000000,2.005900,0.001943,0.001418,373.370000,150.000000,0.220000,5.633803,0.068197
CH4,Blount 1982,373.150000,100.000000,142.000000,2.005900,0.001943,0.001331,373.370000,150.000000,0.220000,5.633803,0.081906
CH4,Blount 1982,372.870000,99.720000,1506.000000,3.402900,0.006378,0.004185,373.370000,1542.000000,0.500000,2.390438,0.053774
CH4,Blount 1982,372.870000,99.720000,1506.000000,3.402900,0.006378,0.004077,373.370000,1542.000000,0.500000,2.390438,0.057111
CH4,Blount 1982,372.650000,99.500000,1524.000000,3.402900,0.006378,0.004263,373.370000,1542.000000,0.720000,1.181102,0.051418
CH4,Blount 1982,372.650000,99.500000,1316.000000,3.402900,0.006365,0.003828,372.650000,1317.000000,0.000000,0.075988,0.064894
CH4,Blount 1982,372.650000,99.500000,1316.000000,3.402900,0.006365,0.003812,372.650000,1317.000000,0.000000,0.075988,0.065428
CH4,Blount 1982,372.370000,99.220000,1114.000000,3.402900,0.005806,0.003610,373.150000,1112.000000,0.780000,0.179533,0.060645
CH4,Blount 1982,372.870000,99.720000,918.000000,3.402900,0.005351,0.003174,374.150000,908.000000,1.280000,1.089325,0.066657
CH4,Blount 1982,372.870000,99.720000,918.000000,3.402900,0.005351,0.003236,374.150000,908.000000,1.280000,1.089325,0.064188
CH4,Blount 1982,372.870000,99.720000,910.000000,3.334800,0.005351,0.003520,374.150000,908.000000,1.280000,0.219780,0.054544
CH4,Blount 1982,372.870000,99.720000,910.000000,3.334800,0.005351,0.003194,374.150000,908.000000,1.280000,0.219780,0.067200
CH4,Blount 1982,372.870000,99.720000,922.000000,3.334800,0.005351,0.003520,374.150000,908.000000,1.280000,1.518438,0.054544
CH4,Blount 1982,372.870000,99.720000,922.000000,3.334800,0.005351,0.003319,374.150000,908.000000,1.280000,1.518438,0.062201
CH4,Blount 1982,372.370000,99.220000,689.000000,3.361500,0.004635,0.002747,373.150000,706.000000,0.780000,2.467344,0.067586
CH4,Blount 1982,372.370000,99.220000,689.000000,3.361500,0.004635,0.002825,373.150000,706.000000,0.780000,2.467344,0.063969
CH4,Blount 1982,373.150000,100.000000,678.000000,3.334800,0.004635,0.003194,373.150000,706.000000,0.000000,4.129794,0.048493
CH4,Blount 1982,373.150000,100.000000,678.000000,3.334800,0.004635,0.002744,373.150000,706.000000,0.000000,4.129794,0.068270
CH4,Blount 1982,373.370000,100.220000,685.000000,3.334800,0.004635,0.002728,373.150000,706.000000,0.220000,3.065693,0.069031
CH4,Blount 1982,373.370000,100.220000,685.000000,3.334800,0.004635,0.003086,373.150000,706.000000,0.220000,3.065693,0.052973
CH4,Blount 1982,372.540000,99.390000,497.000000,3.361500,0.003996,0.002405,373.370000,490.000000,0.830000,1.408451,0.065599
CH4,Blount 1982,371.930000,98.780000,490.000000,3.334800,0.003996,0.002697,373.370000,490.000000,1.440000,0.000000,0.051201
CH4,Blount 1982,371.930000,98.780000,490.000000,3.334800,0.003996,0.002588,373.370000,490.000000,1.440000,0.000000,0.056573
CH4,Blount 1982,371.930000,98.780000,490.000000,3.334800,0.003996,0.002650,373.370000,490.000000,1.440000,0.000000,0.053490
CH4,Blount 1982,371.930000,98.780000,490.000000,3.334800,0.003996,0.002650,373.370000,490.000000,1.440000,0.000000,0.053490
CH4,Blount 1982,372.870000,99.720000,485.000000,3.334800,0.003996,0.002557,373.370000,490.000000,0.500000,1.030928,0.058143
CH4,Blount 1982,372.870000,99.720000,485.000000,3.334800,0.003996,0.002495,373.370000,490.000000,0.500000,1.030928,0.061339
CH4,Blount 1982,372.870000,99.720000,346.000000,3.334800,0.003382,0.002262,373.370000,345.000000,0.500000,0.289017,0.052381
CH4,Blount 1982,372.870000,99.720000,346.000000,3.334800,0.003382,0.002262,373.370000,345.000000,0.500000,0.289017,0.052381
CH4,Blount 1982,372.540000,99.390000,221.000000,3.334800,0.002585,0.001530,373.370000,243.000000,0.830000,9.954751,0.068301
CH4,Blount 1982,372.540000,99.390000,221.000000,3.334800,0.002585,0.001514,373.370000,243.000000,0.830000,9.954751,0.069670
CH4,Blount 1982,372.870000,99.720000,1549.000000,5.014900,0.006378,0.003014,373.370000,1542.000000,0.500000,0.451904,0.064915
CH4,Blount 1982,372.870000,99.720000,1549.000000,5.014900,0.006378,0.003131,373.370000,1542.000000,0.500000,0.451904,0.061617
CH4,Blount 1982,372.870000,99.720000,1549.000000,5.014900,0.006378,0.003517,373.370000,1542.000000,0.500000,0.451904,0.051549
CH4,Blount 1982,372.870000,99.720000,1549.000000,5.014900,0.006378,0.003299,373.370000,1542.000000,0.500000,0.451904,0.057090
CH4,Blount 1982,372.870000,99.720000,1547.000000,5.014900,0.006378,0.003484,373.370000,1542.000000,0.500000,0.323206,0.052365
CH4,Blount 1982,372.870000,99.720000,1547.000000,5.014900,0.006378,0.003265,373.370000,1542.000000,0.500000,0.323206,0.057987
CH4,Blount 1982,372.870000,99.720000,1204.000000,5.014900,0.006365,0.003064,372.650000,1317.000000,0.220000,9.385382,0.063313
CH4,Blount 1982,372.870000,99.720000,1204.000000,5.014900,0.006365,0.003047,372.650000,1317.000000,0.220000,9.385382,0.063795
CH4,Blount 1982,372.870000,99.720000,1058.000000,5.014900,0.005806,0.002980,373.150000,1112.000000,0.280000,5.103970,0.057760
CH4,Blount 1982,372.370000,99.220000,1070.000000,5.014900,0.005806,0.003098,373.150000,1112.000000,0.780000,3.925234,0.054397
CH4,Blount 1982,372.370000,99.220000,1070.000000,5.014900,0.005806,0.003215,373.150000,1112.000000,0.780000,3.925234,0.051187
CH4,Blount 1982,372.650000,99.500000,1124.000000,5.014900,0.005806,0.002846,373.150000,1112.000000,0.500000,1.067616,0.061744
CH4,Blount 1982,372.370000,99.220000,1128.000000,5.014900,0.005806,0.002695,373.150000,1112.000000,0.780000,1.418440,0.066466
CH4,Blount 1982,372.370000,99.220000,1128.000000,5.014900,0.005806,0.002829,373.150000,1112.000000,0.780000,1.418440,0.062263
CH4,Blount 1982,372.370000,99.220000,916.000000,5.014900,0.005351,0.002476,374.150000,908.000000,1.780000,0.873362,0.066738
CH4,Blount 1982,372.370000,99.220000,932.000000,5.014900,0.005351,0.002375,374.150000,908.000000,1.780000,2.575107,0.070345
CH4,Blount 1982,372.370000,99.220000,932.000000,5.014900,0.005351,0.002611,374.150000,908.000000,1.780000,2.575107,0.062140
CH4,Blount 1982,372.150000,99.000000,672.000000,5.014900,0.004635,0.002191,373.150000,706.000000,1.000000,5.059524,0.064888
CH4,Blount 1982,372.370000,99.220000,702.000000,5.014900,0.004635,0.002056,373.150000,706.000000,0.780000,0.569801,0.070396
CH4,Blount 1982,372.370000,99.220000,702.000000,5.014900,0.004635,0.002308,373.150000,706.000000,0.780000,0.569801,0.060383
CH4,Blount 1982,372.150000,99.000000,502.000000,4.944300,0.003996,0.001915,373.370000,490.000000,1.220000,2.390438,0.064611
CH4,Blount 1982,372.150000,99.000000,502.000000,4.944300,0.003996,0.001999,373.370000,490.000000,1.220000,2.390438,0.060840
CH4,Blount 1982,372.370000,99.220000,348.000000,4.944300,0.003382,0.002016,373.370000,345.000000,1.000000,0.862069,0.045443
CH4,Blount 1982,372.150000,99.000000,370.000000,4.905000,0.003382,0.001678,373.370000,345.000000,1.220000,6.756757,0.062055
CH4,Blount 1982,372.370000,99.220000,372.000000,4.905000,0.003382,0.001443,373.370000,345.000000,1.000000,7.258065,0.075414
CH4,Blount 1982,372.370000,99.220000,372.000000,4.905000,0.003382,0.001594,373.370000,345.000000,1.000000,7.258065,0.066603
CH4,Blount 1982,372.370000,99.220000,248.000000,4.905000,0.002585,0.001359,373.370000,243.000000,1.000000,2.016129,0.056930
CH4,Blount 1982,372.370000,99.220000,248.000000,4.905000,0.002585,0.001410,373.370000,243.000000,1.000000,2.016129,0.053668
CH4,Blount 1982,372.370000,99.220000,248.000000,4.905000,0.002585,0.001761,373.370000,243.000000,1.000000,2.016129,0.033986
CH4,Blount 1982,372.370000,99.220000,246.000000,4.905000,0.002585,0.001359,373.370000,243.000000,1.000000,1.219512,0.056930
CH4,Blount 1982,372.150000,99.000000,146.000000,4.905000,0.001943,0.001091,373.370000,150.000000,1.220000,2.739726,0.051101
CH4,Blount 1982,372.150000,99.000000,146.000000,4.905000,0.001943,0.001041,373.370000,150.000000,1.220000,2.739726,0.055254
CH4,Blount 1982,373.930000,100.780000,1532.000000,7.050500,0.006378,0.002278,373.370000,1542.000000,0.560000,0.652742,0.063418
CH4,Blount 1982,373.650000,100.500000,1310.000000,7.050500,0.006365,0.002516,372.650000,1317.000000,1.000000,0.534351,0.057172
CH4,Blount 1982,373.650000,100.500000,1310.000000,7.050500,0.006365,0.002626,372.650000,1317.000000,1.000000,0.534351,0.054536
CH4,Blount 1982,373.650000,100.500000,1310.000000,7.050500,0.006365,0.002571,372.650000,1317.000000,1.000000,0.534351,0.055839
CH4,Blount 1982,373.650000,100.500000,1310.000000,7.050500,0.006365,0.002553,372.650000,1317.000000,1.000000,0.534351,0.056272
CH4,Blount 1982,373.650000,100.500000,1310.000000,7.050500,0.006365,0.002699,372.650000,1317.000000,1.000000,0.534351,0.052847
CH4,Blount 1982,373.650000,100.500000,1103.000000,7.050500,0.005676,0.001911,373.370000,1105.000000,0.280000,0.181324,0.067056
CH4,Blount 1982,373.650000,100.500000,1103.000000,7.050500,0.005676,0.002424,373.370000,1105.000000,0.280000,0.181324,0.052409
CH4,Blount 1982,373.650000,100.500000,901.000000,7.050500,0.005351,0.002040,374.150000,908.000000,0.500000,0.776915,0.059401
CH4,Blount 1982,373.650000,100.500000,901.000000,7.050500,0.005351,0.002241,374.150000,908.000000,0.500000,0.776915,0.053612
CH4,Blount 1982,374.370000,101.220000,908.000000,7.087700,0.005351,0.001969,374.150000,908.000000,0.220000,0.000000,0.061260
CH4,Blount 1982,374.370000,101.220000,908.000000,7.087700,0.005351,0.002098,374.150000,908.000000,0.220000,0.000000,0.057371
CH4,Blount 1982,373.930000,100.780000,904.000000,7.087700,0.005351,0.002171,374.150000,908.000000,0.220000,0.442478,0.055275
CH4,Blount 1982,373.930000,100.780000,904.000000,7.087700,0.005351,0.002300,374.150000,908.000000,0.220000,0.442478,0.051739
CH4,Blount 1982,374.150000,101.000000,706.000000,7.087700,0.004635,0.002061,373.150000,706.000000,1.000000,0.000000,0.049660
CH4,Blount 1982,374.150000,101.000000,706.000000,7.087700,0.004635,0.002006,373.150000,706.000000,1.000000,0.000000,0.051317
CH4,Blount 1982,373.930000,100.780000,496.000000,7.087700,0.003996,0.001602,373.370000,490.000000,0.560000,1.209677,0.056007
CH4,Blount 1982,373.930000,100.780000,496.000000,7.087700,0.003996,0.001675,373.370000,490.000000,0.560000,1.209677,0.053277
CH4,Blount 1982,374.150000,101.000000,357.000000,7.087700,0.003382,0.001418,373.370000,345.000000,0.780000,3.361345,0.053261
CH4,Blount 1982,374.150000,101.000000,357.000000,7.087700,0.003382,0.001344,373.370000,345.000000,0.780000,3.361345,0.056545
CH4,Blount 1982,374.370000,101.220000,250.000000,7.087700,0.002585,0.001087,373.370000,243.000000,1.000000,2.800000,0.053082
CH4,Blount 1982,374.370000,101.220000,250.000000,7.087700,0.002585,0.001234,373.370000,243.000000,1.000000,2.800000,0.045310
CH4,Blount 1982,373.930000,100.780000,141.000000,7.087700,0.001943,0.000940,373.370000,150.000000,0.560000,6.382979,0.044492
CH4,Blount 1982,373.930000,100.780000,141.000000,7.087700,0.001943,0.000903,373.370000,150.000000,0.560000,6.382979,0.046952
CH4,Blount 1982,373.930000,100.780000,141.000000,7.087700,0.001943,0.000829,373.370000,150.000000,0.560000,6.382979,0.052192
CH4,Blount 1982,373.930000,100.780000,141.000000,7.087700,0.001943,0.000903,373.370000,150.000000,0.560000,6.382979,0.046952
CH4,O'Sullivan 1970,324.650000,51.500000,101.330000,1.000000,0.001427,0.001076,324.650000,101.330000,0.000000,0.000000,0.122612
CH4,O'Sullivan 1970,324.650000,51.500000,202.650000,1.000000,0.002279,0.001695,324.650000,202.650000,0.000000,0.000000,0.128575
CH4,O'Sullivan 1970,324.650000,51.500000,202.650000,4.000000,0.002279,0.000805,324.650000,202.650000,0.000000,0.000000,0.112987
CH4,O'Sullivan 1970,324.650000,51.500000,303.980000,1.000000,0.002870,0.002138,324.650000,303.980000,0.000000,0.000000,0.127874
CH4,O'Sullivan 1970,324.650000,51.500000,303.980000,4.000000,0.002870,0.000997,324.650000,303.980000,0.000000,0.000000,0.114797
CH4,O'Sullivan 1970,324.650000,51.500000,405.300000,1.000000,0.003340,0.002500,324.650000,405.300000,0.000000,0.000000,0.125806
CH4,O'Sullivan 1970,324.650000,51.500000,405.300000,4.000000,0.003340,0.001154,324.650000,405.300000,0.000000,0.000000,0.115385
CH4,O'Sullivan 1970,324.650000,51.500000,506.630000,1.000000,0.003730,0.002790,324.650000,506.630000,0.000000,0.000000,0.126105
CH4,O'Sullivan 1970,324.650000,51.500000,506.630000,4.000000,0.003730,0.001303,324.650000,506.630000,0.000000,0.000000,0.114191
CH4,O'Sullivan 1970,324.650000,51.500000,607.950000,1.000000,0.004090,0.003070,324.650000,607.950000,0.000000,0.000000,0.124585
CH4,O'Sullivan 1970,324.650000,51.500000,607.950000,4.000000,0.004090,0.001444,324.650000,607.950000,0.000000,0.000000,0.113039
CH4,O'Sullivan 1970,375.650000,102.500000,203.660000,1.000000,0.002205,0.001693,375.650000,203.660000,0.000000,0.000000,0.114752
CH4,O'Sullivan 1970,375.650000,102.500000,203.660000,4.000000,0.002205,0.000826,375.650000,203.660000,0.000000,0.000000,0.106607
CH4,O'Sullivan 1970,375.650000,102.500000,306.000000,1.000000,0.002870,0.002219,375.650000,306.000000,0.000000,0.000000,0.111725
CH4,O'Sullivan 1970,375.650000,102.500000,306.000000,4.000000,0.002870,0.001079,375.650000,306.000000,0.000000,0.000000,0.106215
CH4,O'Sullivan 1970,375.650000,102.500000,408.340000,1.000000,0.003330,0.002570,375.650000,408.340000,0.000000,0.000000,0.112511
CH4,O'Sullivan 1970,375.650000,102.500000,408.340000,4.000000,0.003330,0.001211,375.650000,408.340000,0.000000,0.000000,0.109825
CH4,O'Sullivan 1970,375.650000,102.500000,509.670000,1.000000,0.003850,0.002890,375.650000,509.670000,0.000000,0.000000,0.124563
CH4,O'Sullivan 1970,375.650000,102.500000,509.670000,4.000000,0.003850,0.001319,375.650000,509.670000,0.000000,0.000000,0.116304
CH4,O'Sullivan 1970,375.650000,102.500000,612.000000,1.000000,0.004190,0.003200,375.650000,612.000000,0.000000,0.000000,0.117064
CH4,O'Sullivan 1970,375.650000,102.500000,612.000000,4.000000,0.004190,0.001433,375.650000,612.000000,0.000000,0.000000,0.116492
CH4,O'Sullivan 1970,398.150000,125.000000,104.360000,1.000000,0.001434,0.001058,398.150000,104.360000,0.000000,0.000000,0.132063
CH4,O'Sullivan 1970,398.150000,125.000000,206.700000,1.000000,0.002321,0.001752,398.150000,206.700000,0.000000,0.000000,0.122141
CH4,O'Sullivan 1970,398.150000,125.000000,206.700000,4.000000,0.002321,0.000825,398.150000,206.700000,0.000000,0.000000,0.112305
CH4,O'Sullivan 1970,398.150000,125.000000,309.040000,1.000000,0.002960,0.002223,398.150000,309.040000,0.000000,0.000000,0.124352
CH4,O'Sullivan 1970,398.150000,125.000000,309.040000,4.000000,0.002960,0.001005,398.150000,309.040000,0.000000,0.000000,0.117281
CH4,O'Sullivan 1970,398.150000,125.000000,410.370000,1.000000,0.003430,0.002600,398.150000,410.370000,0.000000,0.000000,0.120321
CH4,O'Sullivan 1970,398.150000,125.000000,410.370000,4.000000,0.003430,0.001164,398.150000,410.370000,0.000000,0.000000,0.117335
CH4,O'Sullivan 1970,398.150000,125.000000,513.720000,1.000000,0.003960,0.002940,398.150000,513.720000,0.000000,0.000000,0.129348
CH4,O'Sullivan 1970,398.150000,125.000000,513.720000,4.000000,0.003960,0.001322,398.150000,513.720000,0.000000,0.000000,0.119116
CH4,O'Sullivan 1970,398.150000,125.000000,616.060000,1.000000,0.004300,0.003250,398.150000,616.060000,0.000000,0.000000,0.121585
CH4,O'Sullivan 1970,398.150000,125.000000,616.060000,4.000000,0.004300,0.001438,398.150000,616.060000,0.000000,0.000000,0.118927
CH4,Blount 1982,373.150000,100.000000,138.580000,1.897000,0.001943,0.001113,373.370000,150.000000,0.220000,8.240727,0.127612
CH4,Blount 1982,373.150000,100.000000,138.580000,1.897000,0.001943,0.001099,373.370000,150.000000,0.220000,8.240727,0.130418
CH4,Blount 1982,373.150000,100.000000,137.900000,1.897000,0.001943,0.001045,373.370000,150.000000,0.220000,8.774474,0.141999
CH4,Blount 1982,373.150000,100.000000,137.900000,1.897000,0.001943,0.001045,373.370000,150.000000,0.220000,8.774474,0.141999
CH4,Blount 1982,373.150000,100.000000,138.310000,1.897000,0.001943,0.001126,373.370000,150.000000,0.220000,8.452028,0.124840
