Gas,Source,T_K,T_C,P_Pa,P_bar,x_gas_exp,y_H2O_exp,kij_AQ,kij_AQ_conv,kij_NA,kij_NA_conv
CO2,Takenouchi & Kennedy 1964,533.15,260.00,100000000,1000.00,1.350000e-01,4.640000e-01,0.183367,True,0.215433,False
CO2,Takenouchi & Kennedy 1964,533.15,260.00,110000000,1100.00,1.450000e-01,4.760000e-01,0.183367,True,0.220861,False
CO2,Takenouchi & Kennedy 1964,533.15,260.00,120000000,1200.00,1.550000e-01,4.900000e-01,0.188377,False,-0.451206,False
CO2,Takenouchi & Kennedy 1964,533.15,260.00,130000000,1300.00,1.600000e-01,4.960000e-01,0.188377,False,-0.444061,False
CO2,Takenouchi & Kennedy 1964,533.15,260.00,140000000,1400.00,1.650000e-01,4.980000e-01,0.188377,False,-0.437840,False
CO2,Takenouchi & Kennedy 1964,533.15,260.00,150000000,1500.00,1.750000e-01,5.000000e-01,0.188377,False,-0.432385,False
CO2,Takenouchi & Kennedy 1964,543.15,270.00,20000000,200.00,2.700000e-02,4.700000e-01,0.238347,True,0.052655,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,25000000,250.00,3.600000e-02,4.300000e-01,0.223029,True,0.108125,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,30000000,300.00,4.600000e-02,4.100000e-01,0.210515,True,0.130106,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,40000000,400.00,6.700000e-02,4.100000e-01,0.197228,True,0.130920,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,50000000,500.00,8.700000e-02,4.300000e-01,0.195165,True,0.165651,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,60000000,600.00,1.060000e-01,4.540000e-01,0.203407,True,0.194112,False
CO2,Takenouchi & Kennedy 1964,543.15,270.00,70000000,700.00,1.250000e-01,4.800000e-01,0.208417,True,0.213303,False
CO2,Takenouchi & Kennedy 1964,543.15,270.00,80000000,800.00,1.450000e-01,5.040000e-01,0.213427,False,-0.497626,False
CO2,Takenouchi & Kennedy 1964,543.15,270.00,90000000,900.00,1.660000e-01,5.380000e-01,0.213427,False,-0.483588,False
CO2,Takenouchi & Kennedy 1964,543.15,270.00,100000000,1000.00,1.900000e-01,5.760000e-01,0.218437,False,-0.471941,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,110000000,1100.00,2.150000e-01,6.180000e-01,0.218437,False,-0.462134,True
CO2,Takenouchi & Kennedy 1964,543.15,270.00,120000000,1200.00,2.500000e-01,6.600000e-01,0.218437,False,-0.448116,True
CO2,Truche 2015,473.15,200.00,1700000,17.00,2.880000e-04,,0.421957,True,,False
CO2,Truche 2015,473.15,200.00,2500000,25.00,1.654000e-03,,0.195323,True,,False
CO2,Truche 2015,473.15,200.00,3100000,31.00,2.659000e-03,,0.151705,True,,False
CO2,Truche 2015,473.15,200.00,10200000,102.00,1.315600e-02,,0.075584,True,,False
CO2,Truche 2015,493.15,220.00,3700000,37.00,2.569000e-03,,0.231937,True,,False
CO2,Truche 2015,493.15,220.00,11100000,111.00,1.416700e-02,,0.113397,True,,False
CO2,Truche 2015,493.15,220.00,11400000,114.00,1.494300e-02,,0.108671,True,,False
CO2,Truche 2015,523.15,250.00,4600000,46.00,1.224000e-03,,0.526088,True,,False
CO2,Truche 2015,523.15,250.00,5100000,51.00,2.300000e-03,,0.412709,True,,False
CO2,Truche 2015,523.15,250.00,13200000,132.00,1.752300e-02,,0.179488,True,,False
CO2,Truche 2015,553.15,280.00,6500000,65.00,9.900000e-04,,0.832572,True,,False
CO2,Truche 2015,553.15,280.00,6700000,67.00,2.013000e-03,,0.661268,True,,False
CO2,Truche 2015,553.15,280.00,7200000,72.00,3.267000e-03,,0.557150,True,,False
CO2,Truche 2015,553.15,280.00,14800000,148.00,2.031700e-02,,0.283223,True,,False
CO2,Verdet 1855,273.15,0.00,101900,1.02,1.452000e-03,,-0.159702,True,,False
CO2,Verdet 1855,274.15,1.00,102000,1.02,1.391000e-03,,-0.158027,True,,False
CO2,Verdet 1855,275.15,2.00,102000,1.02,1.332000e-03,,-0.156353,True,,False
CO2,Verdet 1855,276.15,3.00,102100,1.02,1.276000e-03,,-0.154615,True,,False
CO2,Verdet 1855,277.15,4.00,102100,1.02,1.223000e-03,,-0.152930,True,,False
CO2,Verdet 1855,278.15,5.00,102200,1.02,1.172000e-03,,-0.151151,True,,False
CO2,Verdet 1855,279.15,6.00,102300,1.02,1.124000e-03,,-0.149386,True,,False
CO2,Verdet 1855,280.15,7.00,102300,1.02,1.103000e-03,,-0.149004,True,,False
CO2,Verdet 1855,281.15,8.00,102400,1.02,1.036000e-03,,-0.145945,True,,False
CO2,Verdet 1855,282.15,9.00,102500,1.02,9.955000e-04,,-0.144203,True,,False
CO2,Verdet 1855,283.15,10.00,102600,1.03,9.581000e-04,,-0.142526,True,,False
CO2,Verdet 1855,284.15,11.00,102700,1.03,9.233000e-04,,-0.140898,True,,False
CO2,Verdet 1855,285.15,12.00,102800,1.03,8.913000e-04,,-0.139347,True,,False
CO2,Verdet 1855,286.15,13.00,102900,1.03,8.619000e-04,,-0.137875,True,,False
CO2,Verdet 1855,287.15,14.00,103000,1.03,8.352000e-04,,-0.136509,True,,False
CO2,Verdet 1855,288.15,15.00,103000,1.03,8.109000e-04,,-0.135295,True,,False
CO2,Verdet 1855,289.15,16.00,103100,1.03,7.899000e-04,,-0.134203,True,,False
CO2,Verdet 1855,290.15,17.00,103300,1.03,7.812000e-04,,-0.133982,True,,False
CO2,Verdet 1855,291.15,18.00,103400,1.03,7.545000e-04,,-0.132315,True,,False
CO2,Verdet 1855,292.15,19.00,103500,1.03,7.411000e-04,,-0.131691,True,,False
CO2,Verdet 1855,293.15,20.00,103700,1.04,7.302000e-04,,-0.131189,True,,False
CO2,Wang 2021,313.15,40.00,500000,5.00,2.101000e-03,,-0.105691,True,,False
CO2,Wang 2021,313.15,40.00,1000000,10.00,3.996000e-03,,-0.102894,True,,False
CO2,Wang 2021,313.15,40.00,2000000,20.00,7.566000e-03,,-0.100810,True,,False
CO2,Wang 2021,313.15,40.00,5000000,50.00,1.671900e-02,,-0.099303,True,,False
CO2,Wang 2021,313.15,40.00,10000000,100.00,,1.700000e-02,,False,-0.063978,True
CO2,Wang 2021,313.15,40.00,20000000,200.00,,2.200000e-02,,False,-0.007596,True
CO2,Wang 2021,313.15,40.00,30000000,300.00,2.604600e-02,,-0.089581,True,,False
CO2,Wang 2021,313.15,40.00,40000000,400.00,,3.200000e-02,,False,-0.012605,True
CO2,Wang 2021,313.15,40.00,50000000,500.00,2.979300e-02,,-0.090389,True,,False
CO2,Wang 2021,313.15,40.00,60000000,600.00,,4.200000e-02,,False,-0.025274,True
CO2,Wang 2021,313.15,40.00,70000000,700.00,3.254400e-02,,-0.090429,True,,False
CO2,Wang 2021,313.15,40.00,80000000,800.00,,5.200000e-02,,False,-0.036801,True
CO2,Wang 2021,313.15,40.00,90000000,900.00,3.567000e-02,,-0.091648,True,,False
CO2,Wang 2021,313.15,40.00,100000000,1000.00,,6.200000e-02,,False,-0.046728,True
CO2,Wang 2021,313.15,40.00,110000000,1100.00,3.753300e-02,,-0.091359,True,,False
CO2,Wang 2021,313.15,40.00,120000000,1200.00,3.870200e-02,,-0.091672,True,,False
CO2,Wang 2021,313.15,40.00,130000000,1300.00,3.973900e-02,,-0.091867,True,,False
CO2,Wang 2021,313.15,40.00,140000000,1400.00,4.076300e-02,,-0.092097,True,,False
CO2,Wang 2021,313.15,40.00,150000000,1500.00,,7.300000e-02,,False,-0.051095,True
CO2,Wang 2021,313.15,40.00,160000000,1600.00,4.274300e-02,,-0.092599,True,,False
CO2,Wang 2021,313.15,40.00,170000000,1700.00,4.371100e-02,,-0.092876,True,,False
CO2,Wang 2021,313.15,40.00,180000000,1800.00,4.448900e-02,,-0.092973,True,,False
CO2,Wang 2021,313.15,40.00,190000000,1900.00,4.518900e-02,,-0.093021,True,,False
CO2,Wang 2021,313.15,40.00,200000000,2000.00,,8.100000e-02,,False,-0.054392,True
CO2,Wang 2021,333.15,60.00,500000,5.00,1.382000e-03,,-0.078368,True,,False
CO2,Wang 2021,333.15,60.00,1000000,10.00,2.922000e-03,,-0.083687,True,,False
CO2,Wang 2021,333.15,60.00,2000000,20.00,5.924000e-03,,-0.086595,True,,False
CO2,Wang 2021,333.15,60.00,5000000,50.00,1.192300e-02,,-0.076908,True,,False
CO2,Wang 2021,333.15,60.00,10000000,100.00,1.882000e-02,,-0.074791,True,,False
CO2,Wang 2021,333.15,60.00,20000000,200.00,2.245600e-02,,-0.070593,True,,False
CO2,Wang 2021,333.15,60.00,30000000,300.00,2.437900e-02,,-0.068873,True,,False
CO2,Wang 2021,333.15,60.00,40000000,400.00,2.616900e-02,,-0.068409,True,,False
CO2,Wang 2021,333.15,60.00,50000000,500.00,2.790700e-02,,-0.068539,True,,False
CO2,Wang 2021,333.15,60.00,60000000,600.00,3.038900e-02,,-0.070594,True,,False
CO2,Wang 2021,333.15,60.00,70000000,700.00,3.179400e-02,,-0.070599,True,,False
CO2,Wang 2021,333.15,60.00,80000000,800.00,3.293400e-02,,-0.070344,True,,False
CO2,Wang 2021,333.15,60.00,90000000,900.00,3.413300e-02,,-0.070396,True,,False
CO2,Wang 2021,333.15,60.00,100000000,1000.00,3.523000e-02,,-0.070421,True,,False
CO2,Wang 2021,333.15,60.00,110000000,1100.00,3.632600e-02,,-0.070567,True,,False
CO2,Wang 2021,333.15,60.00,120000000,1200.00,3.742200e-02,,-0.070808,True,,False
CO2,Wang 2021,333.15,60.00,130000000,1300.00,3.503900e-02,,-0.065667,True,,False
CO2,Wang 2021,333.15,60.00,140000000,1400.00,3.904400e-02,,-0.070686,True,,False
CO2,Wang 2021,333.15,60.00,150000000,1500.00,4.004100e-02,,-0.071003,True,,False
CO2,Wang 2021,333.15,60.00,160000000,1600.00,4.055300e-02,,-0.070706,True,,False
CO2,Wang 2021,333.15,60.00,170000000,1700.00,4.132200e-02,,-0.070825,True,,False
CO2,Wang 2021,333.15,60.00,180000000,1800.00,4.203600e-02,,-0.070920,True,,False
CO2,Wang 2021,333.15,60.00,190000000,1900.00,4.264300e-02,,-0.070922,True,,False
CO2,Wang 2021,333.15,60.00,200000000,2000.00,4.341900e-02,,-0.071180,True,,False
CO2,Wang 2021,353.15,80.00,500000,5.00,8.660000e-04,,-0.037942,True,,False
CO2,Wang 2021,353.15,80.00,1000000,10.00,2.063000e-03,,-0.054500,True,,False
CO2,Wang 2021,353.15,80.00,2000000,20.00,4.530000e-03,,-0.064678,True,,False
CO2,Wang 2021,353.15,80.00,5000000,50.00,9.875000e-03,,-0.059510,True,,False
CO2,Wang 2021,353.15,80.00,10000000,100.00,,1.900000e-02,,False,-0.137455,True
CO2,Wang 2021,353.15,80.00,20000000,200.00,,2.500000e-02,,False,0.041375,True
CO2,Wang 2021,353.15,80.00,30000000,300.00,2.329000e-02,,-0.047393,True,,False
CO2,Wang 2021,353.15,80.00,40000000,400.00,,3.500000e-02,,False,0.056765,True
CO2,Wang 2021,353.15,80.00,50000000,500.00,2.726200e-02,,-0.046865,True,,False
CO2,Wang 2021,353.15,80.00,60000000,600.00,,4.600000e-02,,False,0.037775,True
CO2,Wang 2021,353.15,80.00,70000000,700.00,3.091400e-02,,-0.048102,True,,False
CO2,Wang 2021,353.15,80.00,80000000,800.00,,5.700000e-02,,False,0.020578,True
CO2,Wang 2021,353.15,80.00,90000000,900.00,3.411200e-02,,-0.049327,True,,False
CO2,Wang 2021,353.15,80.00,100000000,1000.00,,6.700000e-02,,False,0.007897,True
CO2,Wang 2021,353.15,80.00,110000000,1100.00,3.644600e-02,,-0.049542,True,,False
CO2,Wang 2021,353.15,80.00,120000000,1200.00,3.746800e-02,,-0.049604,True,,False
CO2,Wang 2021,353.15,80.00,130000000,1300.00,3.839700e-02,,-0.049627,True,,False
CO2,Wang 2021,353.15,80.00,140000000,1400.00,4.701900e-02,,-0.060613,True,,False
CO2,Wang 2021,353.15,80.00,150000000,1500.00,,7.700000e-02,,False,0.002128,True
CO2,Wang 2021,353.15,80.00,160000000,1600.00,4.106600e-02,,-0.050061,True,,False
CO2,Wang 2021,353.15,80.00,170000000,1700.00,4.189000e-02,,-0.050247,True,,False
CO2,Wang 2021,353.15,80.00,180000000,1800.00,4.268700e-02,,-0.050450,True,,False
CO2,Wang 2021,353.15,80.00,190000000,1900.00,4.345600e-02,,-0.050664,True,,False
CO2,Wang 2021,353.15,80.00,200000000,2000.00,,8.600000e-02,,False,-0.004894,True
CO2,Wang 2021,363.15,90.00,500000,5.00,6.840000e-04,,-0.013492,True,,False
CO2,Wang 2021,363.15,90.00,1000000,10.00,1.716000e-03,,-0.035828,True,,False
CO2,Wang 2021,363.15,90.00,2000000,20.00,3.929000e-03,,-0.050423,True,,False
CO2,Wang 2021,363.15,90.00,5000000,50.00,8.846000e-03,,-0.047466,True,,False
CO2,Wang 2021,363.15,90.00,10000000,100.00,1.529300e-02,,-0.047101,True,,False
CO2,Wang 2021,363.15,90.00,20000000,200.00,2.099400e-02,,-0.041786,True,,False
CO2,Wang 2021,363.15,90.00,30000000,300.00,2.358200e-02,,-0.038550,True,,False
CO2,Wang 2021,363.15,90.00,40000000,400.00,2.579700e-02,,-0.037601,True,,False
CO2,Wang 2021,363.15,90.00,50000000,500.00,2.744000e-02,,-0.036462,True,,False
CO2,Wang 2021,363.15,90.00,60000000,600.00,2.969500e-02,,-0.037699,True,,False
CO2,Wang 2021,363.15,90.00,70000000,700.00,3.138000e-02,,-0.037924,True,,False
CO2,Wang 2021,363.15,90.00,80000000,800.00,3.303000e-02,,-0.038391,True,,False
CO2,Wang 2021,363.15,90.00,90000000,900.00,3.456400e-02,,-0.038842,True,,False
CO2,Wang 2021,363.15,90.00,100000000,1000.00,3.593300e-02,,-0.039152,True,,False
CO2,Wang 2021,363.15,90.00,110000000,1100.00,3.715900e-02,,-0.039355,True,,False
CO2,Wang 2021,363.15,90.00,120000000,1200.00,3.646400e-02,,-0.036255,True,,False
CO2,Wang 2021,363.15,90.00,130000000,1300.00,3.933300e-02,,-0.039674,True,,False
CO2,Wang 2021,363.15,90.00,140000000,1400.00,4.033200e-02,,-0.039853,True,,False
CO2,Wang 2021,363.15,90.00,150000000,1500.00,4.129800e-02,,-0.040069,True,,False
CO2,Wang 2021,363.15,90.00,160000000,1600.00,4.220900e-02,,-0.040277,True,,False
CO2,Wang 2021,363.15,90.00,170000000,1700.00,4.311300e-02,,-0.040544,True,,False
CO2,Wang 2021,363.15,90.00,180000000,1800.00,4.394800e-02,,-0.040769,True,,False
CO2,Wang 2021,363.15,90.00,190000000,1900.00,4.472200e-02,,-0.040962,True,,False
CO2,Wang 2021,363.15,90.00,200000000,2000.00,4.546500e-02,,-0.041162,True,,False
CO2,Wang 2021,373.15,100.00,500000,5.00,5.530000e-04,,0.011602,True,,False
CO2,Wang 2021,373.15,100.00,1000000,10.00,1.426000e-03,,-0.014671,True,,False
CO2,Wang 2021,373.15,100.00,2000000,20.00,3.392000e-03,,-0.033777,True,,False
CO2,Wang 2021,373.15,100.00,5000000,50.00,8.379000e-03,,-0.039032,True,,False
CO2,Wang 2021,373.15,100.00,10000000,100.00,,2.100000e-02,,False,0.135110,True
CO2,Wang 2021,373.15,100.00,20000000,200.00,,2.700000e-02,,False,0.102883,True
CO2,Wang 2021,373.15,100.00,30000000,300.00,2.373800e-02,,-0.028896,True,,False
CO2,Wang 2021,373.15,100.00,40000000,400.00,,3.800000e-02,,False,0.099211,True
CO2,Wang 2021,373.15,100.00,50000000,500.00,2.744800e-02,,-0.025042,True,,False
CO2,Wang 2021,373.15,100.00,60000000,600.00,,4.900000e-02,,False,0.075980,True
CO2,Wang 2021,373.15,100.00,70000000,700.00,3.167800e-02,,-0.026814,True,,False
CO2,Wang 2021,373.15,100.00,80000000,800.00,,6.200000e-02,,False,0.050738,True
CO2,Wang 2021,373.15,100.00,90000000,900.00,3.484300e-02,,-0.027438,True,,False
CO2,Wang 2021,373.15,100.00,100000000,1000.00,,7.200000e-02,,False,0.036752,True
CO2,Wang 2021,373.15,100.00,110000000,1100.00,3.774100e-02,,-0.028382,True,,False
CO2,Wang 2021,373.15,100.00,120000000,1200.00,3.902100e-02,,-0.028756,True,,False
CO2,Wang 2021,373.15,100.00,130000000,1300.00,4.017400e-02,,-0.029030,True,,False
CO2,Wang 2021,373.15,100.00,140000000,1400.00,4.123300e-02,,-0.029256,True,,False
CO2,Wang 2021,373.15,100.00,150000000,1500.00,,8.200000e-02,,False,0.029291,True
CO2,Wang 2021,373.15,100.00,160000000,1600.00,4.318100e-02,,-0.029716,True,,False
CO2,Wang 2021,373.15,100.00,170000000,1700.00,4.806800e-02,,-0.035576,True,,False
CO2,Wang 2021,373.15,100.00,180000000,1800.00,4.498100e-02,,-0.030250,True,,False
CO2,Wang 2021,373.15,100.00,190000000,1900.00,4.571900e-02,,-0.030375,True,,False
CO2,Wang 2021,373.15,100.00,200000000,2000.00,,9.100000e-02,,False,0.020872,True
CO2,Wang 2021,393.15,120.00,500000,5.00,4.430000e-04,,0.048384,True,,False
CO2,Wang 2021,393.15,120.00,1000000,10.00,1.009000e-03,,0.032888,True,,False
CO2,Wang 2021,393.15,120.00,2000000,20.00,2.514000e-03,,0.006671,True,,False
CO2,Wang 2021,393.15,120.00,5000000,50.00,7.437000e-03,,-0.017581,True,,False
CO2,Wang 2021,393.15,120.00,10000000,100.00,1.321100e-02,,-0.016058,True,,False
CO2,Wang 2021,393.15,120.00,20000000,200.00,2.067500e-02,,-0.013654,True,,False
CO2,Wang 2021,393.15,120.00,30000000,300.00,2.440200e-02,,-0.009495,True,,False
CO2,Wang 2021,393.15,120.00,40000000,400.00,2.781100e-02,,-0.009458,True,,False
CO2,Wang 2021,393.15,120.00,50000000,500.00,2.908800e-02,,-0.005175,True,,False
CO2,Wang 2021,393.15,120.00,60000000,600.00,3.191900e-02,,-0.006769,True,,False
CO2,Wang 2021,393.15,120.00,70000000,700.00,3.408500e-02,,-0.007179,True,,False
CO2,Wang 2021,393.15,120.00,80000000,800.00,3.589300e-02,,-0.007232,True,,False
CO2,Wang 2021,393.15,120.00,90000000,900.00,3.747700e-02,,-0.007194,True,,False
CO2,Wang 2021,393.15,120.00,100000000,1000.00,3.908600e-02,,-0.007513,True,,False
CO2,Wang 2021,393.15,120.00,110000000,1100.00,4.062200e-02,,-0.007911,True,,False
CO2,Wang 2021,393.15,120.00,120000000,1200.00,4.204300e-02,,-0.008277,True,,False
CO2,Wang 2021,393.15,120.00,130000000,1300.00,4.349000e-02,,-0.008832,True,,False
CO2,Wang 2021,393.15,120.00,140000000,1400.00,4.480400e-02,,-0.009280,True,,False
CO2,Wang 2021,393.15,120.00,150000000,1500.00,4.591500e-02,,-0.009510,True,,False
CO2,Wang 2021,393.15,120.00,160000000,1600.00,4.698900e-02,,-0.009787,True,,False
CO2,Wang 2021,393.15,120.00,170000000,1700.00,4.792800e-02,,-0.009953,True,,False
CO2,Wang 2021,393.15,120.00,180000000,1800.00,4.871600e-02,,-0.009986,True,,False
CO2,Wang 2021,393.15,120.00,190000000,1900.00,4.957000e-02,,-0.010192,True,,False
CO2,Wang 2021,393.15,120.00,200000000,2000.00,5.032800e-02,,-0.010333,True,,False
CO2,Wang 2021,413.15,140.00,500000,5.00,5.380000e-04,,0.043107,True,,False
CO2,Wang 2021,413.15,140.00,1000000,10.00,8.140000e-04,,0.075847,True,,False
CO2,Wang 2021,413.15,140.00,2000000,20.00,1.883000e-03,,0.055866,True,,False
CO2,Wang 2021,413.15,140.00,5000000,50.00,6.971000e-03,,0.003118,True,,False
CO2,Wang 2021,413.15,140.00,10000000,100.00,,2.300000e-02,,False,1.185018,True
CO2,Wang 2021,413.15,140.00,20000000,200.00,,3.000000e-02,,False,0.415850,True
CO2,Wang 2021,413.15,140.00,30000000,300.00,2.542400e-02,,0.010682,True,,False
CO2,Wang 2021,413.15,140.00,40000000,400.00,,4.200000e-02,,False,0.244913,True
CO2,Wang 2021,413.15,140.00,50000000,500.00,3.266000e-02,,0.011436,True,,False
CO2,Wang 2021,413.15,140.00,60000000,600.00,,5.300000e-02,,False,0.188402,True
CO2,Wang 2021,413.15,140.00,70000000,700.00,3.759200e-02,,0.012345,True,,False
CO2,Wang 2021,413.15,140.00,80000000,800.00,,6.600000e-02,,False,0.145854,True
CO2,Wang 2021,413.15,140.00,90000000,900.00,4.094900e-02,,0.013850,True,,False
CO2,Wang 2021,413.15,140.00,100000000,1000.00,,7.600000e-02,,False,0.122381,True
CO2,Wang 2021,413.15,140.00,110000000,1100.00,4.400500e-02,,0.014164,True,,False
CO2,Wang 2021,413.15,140.00,120000000,1200.00,4.556800e-02,,0.013842,True,,False
CO2,Wang 2021,413.15,140.00,130000000,1300.00,4.687000e-02,,0.013773,True,,False
CO2,Wang 2021,413.15,140.00,140000000,1400.00,4.810000e-02,,0.013643,True,,False
CO2,Wang 2021,413.15,140.00,150000000,1500.00,,8.700000e-02,,False,0.102948,True
CO2,Wang 2021,413.15,140.00,160000000,1600.00,5.035900e-02,,0.013267,True,,False
CO2,Wang 2021,413.15,140.00,170000000,1700.00,5.172000e-02,,0.012571,True,,False
CO2,Wang 2021,413.15,140.00,180000000,1800.00,5.262700e-02,,0.012447,True,,False
CO2,Wang 2021,413.15,140.00,190000000,1900.00,5.346000e-02,,0.012334,True,,False
CO2,Wang 2021,413.15,140.00,200000000,2000.00,,9.700000e-02,,False,0.086963,True
CO2,Wang 2021,433.15,160.00,500000,5.00,8.350000e-04,,0.004002,True,,False
CO2,Wang 2021,433.15,160.00,1000000,10.00,8.390000e-04,,0.095616,True,,False
CO2,Wang 2021,433.15,160.00,2000000,20.00,1.514000e-03,,0.107020,True,,False
CO2,Wang 2021,433.15,160.00,5000000,50.00,6.540000e-03,,0.028920,True,,False
CO2,Wang 2021,433.15,160.00,10000000,100.00,,2.500000e-02,,False,1.499994,False
CO2,Wang 2021,433.15,160.00,20000000,200.00,,3.200000e-02,,False,0.675152,True
CO2,Wang 2021,433.15,160.00,30000000,300.00,2.753900e-02,,0.029250,True,,False
CO2,Wang 2021,433.15,160.00,40000000,400.00,,4.500000e-02,,False,0.345507,True
CO2,Wang 2021,433.15,160.00,50000000,500.00,3.562200e-02,,0.032678,True,,False
CO2,Wang 2021,433.15,160.00,60000000,600.00,,5.700000e-02,,False,0.254667,True
CO2,Wang 2021,433.15,160.00,70000000,700.00,4.205800e-02,,0.032755,True,,False
CO2,Wang 2021,433.15,160.00,80000000,800.00,,7.000000e-02,,False,0.200334,True
CO2,Wang 2021,433.15,160.00,90000000,900.00,4.699500e-02,,0.032930,True,,False
CO2,Wang 2021,433.15,160.00,100000000,1000.00,,8.200000e-02,,False,0.165576,True
CO2,Wang 2021,433.15,160.00,110000000,1100.00,5.085600e-02,,0.033194,True,,False
CO2,Wang 2021,433.15,160.00,120000000,1200.00,5.397900e-02,,0.031022,True,,False
CO2,Wang 2021,433.15,160.00,130000000,1300.00,5.403800e-02,,0.033300,True,,False
CO2,Wang 2021,433.15,160.00,140000000,1400.00,5.535500e-02,,0.033410,True,,False
CO2,Wang 2021,433.15,160.00,150000000,1500.00,,9.200000e-02,,False,0.142052,True
CO2,Wang 2021,433.15,160.00,160000000,1600.00,5.792000e-02,,0.033185,True,,False
CO2,Wang 2021,433.15,160.00,170000000,1700.00,5.902400e-02,,0.033098,True,,False
CO2,Wang 2021,433.15,160.00,180000000,1800.00,6.018500e-02,,0.032820,True,,False
CO2,Wang 2021,433.15,160.00,190000000,1900.00,6.113100e-02,,0.032710,True,,False
CO2,Wang 2021,433.15,160.00,200000000,2000.00,,1.020000e-01,,False,0.122395,True
CO2,Wang 2021,453.15,180.00,500000,5.00,1.339000e-03,,-0.047661,True,,False
CO2,Wang 2021,453.15,180.00,1000000,10.00,1.090000e-03,,0.085455,True,,False
CO2,Wang 2021,453.15,180.00,2000000,20.00,1.397000e-03,,0.149242,True,,False
CO2,Wang 2021,453.15,180.00,5000000,50.00,6.221000e-03,,0.059065,True,,False
CO2,Wang 2021,453.15,180.00,10000000,100.00,,2.800000e-02,,False,1.500000,False
CO2,Wang 2021,453.15,180.00,20000000,200.00,,3.500000e-02,,False,0.982445,True
CO2,Wang 2021,453.15,180.00,30000000,300.00,2.962500e-02,,0.051320,True,,False
CO2,Wang 2021,453.15,180.00,40000000,400.00,,4.900000e-02,,False,0.463683,True
CO2,Wang 2021,453.15,180.00,50000000,500.00,3.955800e-02,,0.054884,True,,False
CO2,Wang 2021,453.15,180.00,60000000,600.00,,6.200000e-02,,False,0.330212,True
CO2,Wang 2021,453.15,180.00,70000000,700.00,4.715300e-02,,0.055656,True,,False
CO2,Wang 2021,453.15,180.00,80000000,800.00,,7.600000e-02,,False,0.257670,True
CO2,Wang 2021,453.15,180.00,90000000,900.00,5.288700e-02,,0.056343,True,,False
CO2,Wang 2021,453.15,180.00,100000000,1000.00,,8.700000e-02,,False,0.218199,True
CO2,Wang 2021,453.15,180.00,110000000,1100.00,5.976500e-02,,0.053356,True,,False
CO2,Wang 2021,453.15,180.00,120000000,1200.00,6.389900e-02,,0.050796,True,,False
CO2,Wang 2021,453.15,180.00,130000000,1300.00,6.386700e-02,,0.053362,True,,False
CO2,Wang 2021,453.15,180.00,140000000,1400.00,6.557300e-02,,0.053410,True,,False
CO2,Wang 2021,453.15,180.00,150000000,1500.00,,9.600000e-02,,False,0.187954,True
CO2,Wang 2021,453.15,180.00,160000000,1600.00,6.848800e-02,,0.053470,True,,False
CO2,Wang 2021,453.15,180.00,170000000,1700.00,6.976200e-02,,0.053450,True,,False
CO2,Wang 2021,453.15,180.00,180000000,1800.00,7.098100e-02,,0.053351,True,,False
CO2,Wang 2021,453.15,180.00,190000000,1900.00,7.208600e-02,,0.053250,True,,False
CO2,Wang 2021,453.15,180.00,200000000,2000.00,,1.080000e-01,,False,0.160004,True
CO2,Wang 2021,473.15,200.00,500000,5.00,2.042000e-03,,-0.100746,True,,False
CO2,Wang 2021,473.15,200.00,1000000,10.00,1.559000e-03,,0.057755,True,,False
CO2,Wang 2021,473.15,200.00,2000000,20.00,1.561000e-03,,0.169469,True,,False
CO2,Wang 2021,473.15,200.00,5000000,50.00,5.381000e-03,,0.111642,True,,False
CO2,Wang 2021,473.15,200.00,10000000,100.00,,3.000000e-02,,False,1.500000,False
CO2,Wang 2021,473.15,200.00,20000000,200.00,,3.800000e-02,,False,1.357892,True
CO2,Wang 2021,473.15,200.00,30000000,300.00,3.399900e-02,,0.069182,True,,False
CO2,Wang 2021,473.15,200.00,40000000,400.00,,5.300000e-02,,False,0.582849,True
CO2,Wang 2021,473.15,200.00,50000000,500.00,4.735800e-02,,0.072417,True,,False
CO2,Wang 2021,473.15,200.00,60000000,600.00,,6.600000e-02,,False,0.426485,True
CO2,Wang 2021,473.15,200.00,70000000,700.00,5.717500e-02,,0.074386,True,,False
CO2,Wang 2021,473.15,200.00,80000000,800.00,,8.200000e-02,,False,0.325179,True
CO2,Wang 2021,473.15,200.00,90000000,900.00,6.444500e-02,,0.076053,True,,False
CO2,Wang 2021,473.15,200.00,100000000,1000.00,,9.200000e-02,,False,0.278835,True
CO2,Wang 2021,473.15,200.00,110000000,1100.00,7.086700e-02,,0.076261,True,,False
CO2,Wang 2021,473.15,200.00,120000000,1200.00,7.358400e-02,,0.076324,True,,False
CO2,Wang 2021,473.15,200.00,130000000,1300.00,7.612600e-02,,0.076254,True,,False
CO2,Wang 2021,473.15,200.00,140000000,1400.00,7.830000e-02,,0.076284,True,,False
CO2,Wang 2021,473.15,200.00,150000000,1500.00,,1.030000e-01,,False,0.233069,True
CO2,Wang 2021,473.15,200.00,160000000,1600.00,8.258800e-02,,0.075764,True,,False
